index,timestamp,0,1,2,3,4,5,6,7
0,1597858102235250,10,0,0,-12,-6,-5,0,5
1,1597858102235250,-18,-12,-5,-2,-1,-6,-5,-8
2,1597858102237250,-13,8,-8,-4,-2,1,0,-8
3,1597858102237250,20,5,3,-2,-3,-1,3,2
4,1597858102258250,-11,-3,10,9,1,2,0,0
5,1597858102258250,13,4,-6,-8,-6,-4,-3,-7
6,1597858102260249,-3,-18,1,1,1,-2,-1,3
7,1597858102260249,-10,3,0,2,1,3,4,-1
8,1597858102280250,26,0,4,-4,-4,-3,-3,1
9,1597858102280250,4,-4,-7,2,2,1,-4,-2
10,1597858102282251,-2,-14,1,6,5,4,7,8
11,1597858102282251,-1,35,9,7,-4,-4,-5,-6
12,1597858102294251,11,-10,-9,-21,-11,-4,1,5
13,1597858102294251,-26,-2,4,0,2,0,-1,-3
14,1597858102301251,10,12,-7,-1,1,0,-6,-10
15,1597858102301251,14,-6,-3,0,3,0,2,11
16,1597858102318253,-13,5,9,10,3,2,-6,-8
17,1597858102318253,8,0,-9,0,0,1,7,11
18,1597858102320249,-17,-12,-3,-7,-6,-3,-6,-8
19,1597858102320249,-4,-9,-3,0,-6,-2,-2,0
20,1597858102340250,4,9,3,3,1,2,1,-1
21,1597858102340250,4,-6,-5,-6,0,-2,-1,0
22,1597858102342250,2,8,-1,2,-2,-5,-2,1
23,1597858102342250,17,-9,-8,-7,-3,-3,-1,-1
24,1597858102355250,6,-20,1,6,5,2,3,4
25,1597858102355250,2,17,-1,-4,-5,-5,-3,-7
26,1597858102363251,5,4,-7,-4,-3,-1,-1,-2
27,1597858102363251,-7,-3,-8,0,-1,1,0,3
28,1597858102377249,-14,-9,-6,-6,-5,-3,0,0
29,1597858102377249,23,0,0,0,1,0,-1,5
30,1597858102379250,7,13,4,-1,0,0,-2,-3
31,1597858102379250,3,0,2,-6,-5,-4,0,-5
32,1597858102401249,-13,-18,-9,5,0,-2,-3,-1
33,1597858102401249,3,4,4,3,0,1,-1,1
34,1597858102403251,0,2,-3,-3,-1,0,-1,-1
35,1597858102403251,5,-8,-4,-7,1,0,2,-1
36,1597858102414252,-11,-3,0,3,-1,-3,-1,1
37,1597858102414252,-3,-2,-3,0,-2,0,-7,-4
38,1597858102421250,12,4,5,6,3,2,5,4
39,1597858102421250,-19,-16,-5,-3,-2,-2,-4,-7
40,1597858102437250,24,13,3,-1,-1,-1,1,1
41,1597858102437250,-27,-6,-1,7,1,2,2,-4
42,1597858102444249,0,7,-5,-9,-5,-5,-8,-5
43,1597858102444249,5,-16,-16,-20,-13,-5,-2,0
44,1597858102460249,0,12,3,-1,1,0,1,-1
45,1597858102460249,-2,-21,-2,4,1,-1,2,4
46,1597858102462250,14,6,1,-7,-2,-2,-1,3
47,1597858102462250,-18,13,0,2,0,-1,-1,-8
48,1597858102474250,-9,-9,-1,4,1,1,2,-3
49,1597858102474250,2,-2,-1,-3,-1,-2,0,-1
50,1597858102481250,-5,-14,-8,-2,-8,-5,-4,-8
51,1597858102481250,20,7,8,8,6,1,-2,4
52,1597858102497251,-18,-18,-10,-12,-4,-1,-1,-3
53,1597858102497251,-9,16,2,4,-1,-2,-2,-1
54,1597858102499251,-16,-11,-1,-2,1,0,1,-2
55,1597858102499251,13,7,1,-1,-3,-4,-2,4
56,1597858102520249,-17,-11,1,1,-2,-3,-4,-6
57,1597858102520249,16,6,1,-4,-3,-2,-3,6
58,1597858102522249,-10,-8,0,1,-2,0,-3,1
59,1597858102522249,-14,0,2,1,2,-2,-5,-11
60,1597858102534249,-5,0,-1,-1,0,-3,-2,-3
61,1597858102534249,19,1,2,-3,-2,-1,0,-2
62,1597858102541249,-10,17,5,3,-1,1,4,1
63,1597858102541249,-1,1,-4,0,1,-2,-6,-6
64,1597858102558249,9,7,-3,-8,-2,-3,2,4
65,1597858102558249,2,4,-3,-2,-3,-2,-4,-7
66,1597858102560252,-1,-2,-2,-2,0,0,-1,-3
67,1597858102560252,3,-2,4,-1,0,2,0,-2
68,1597858102580250,-1,4,1,0,1,2,-2,-2
69,1597858102580250,7,-8,-7,2,0,-2,1,5
70,1597858102582250,-29,-31,-10,-6,-2,0,-4,-7
71,1597858102582250,1,-1,-2,1,-4,-5,-10,-7
72,1597858102594251,15,15,6,4,1,0,-2,1
73,1597858102594251,-6,-10,-6,-11,-3,0,2,-3
74,1597858102601251,-1,5,-5,0,-2,-2,0,0
75,1597858102601251,-2,-10,-7,0,3,2,3,1
76,1597858102618250,7,-4,3,4,1,1,1,3
77,1597858102618250,-25,0,-4,0,-7,-3,-4,-4
78,1597858102619252,-2,16,0,-3,0,0,-1,-1
79,1597858102619252,7,-5,4,1,0,2,2,7
80,1597858102640251,-17,-13,-18,-13,-11,-9,-8,-11
81,1597858102640251,-2,-5,-6,-7,-4,-4,-2,1
82,1597858102642251,-7,-3,-1,1,0,0,0,-3
83,1597858102642251,14,0,3,2,4,0,4,5
84,1597858102654251,-30,-8,1,3,0,-1,-1,-3
85,1597858102654251,-2,-4,1,-1,2,1,0,-4
86,1597858102663252,18,-1,4,4,5,3,4,7
87,1597858102663252,-2,13,1,1,-5,-3,1,-5
88,1597858102678252,4,20,11,-2,3,0,1,2
89,1597858102678252,-20,-28,-8,3,-1,-1,0,-1
90,1597858102684252,-5,-5,-6,-5,-5,-6,-7,-12
91,1597858102684252,7,6,-3,-2,-2,0,3,6
92,1597858102700250,15,-9,35,6,3,2,-2,5
93,1597858102700250,10,19,8,19,8,4,2,7
94,1597858102702251,-8,-2,-47,-18,-12,-8,-4,-11
95,1597858102702251,-10,6,50,-17,-7,-3,-5,-2
96,1597858102714251,39,23,-19,17,7,4,5,3
97,1597858102714251,22,-16,-67,-12,-14,-16,-15,-7
98,1597858102723250,-9,-2,69,-29,3,9,9,5
99,1597858102723250,-7,1,-15,15,1,1,-2,0
