index,timestamp,0,1,2,3,4,5,6,7
0,1596984010207305,-13,-21,-4,-3,-3,-5,-4,-14
1,1596984010207305,2,3,2,5,-4,-1,0,8
2,1596984010208303,2,-8,-3,-6,-2,0,1,11
3,1596984010208303,15,15,-4,1,-1,3,1,-10
4,1596984010230308,-18,-25,-14,-7,0,-1,2,9
5,1596984010230308,-10,13,19,3,-1,-7,-7,-14
6,1596984010230308,5,0,1,-1,-1,-5,5,26
7,1596984010230308,-4,4,-7,-4,0,-3,-7,-24
8,1596984010253303,9,11,-10,0,-2,-1,-7,-9
9,1596984010253303,3,-14,-6,1,2,-1,-5,-19
10,1596984010254304,1,5,8,3,-2,-4,-4,-3
11,1596984010254304,-9,-3,17,5,2,-3,5,24
12,1596984010267305,8,10,4,-3,-1,-2,3,22
13,1596984010267305,-17,-37,-23,-8,0,0,-7,-30
14,1596984010268300,1,-3,-20,-14,-3,3,-3,3
15,1596984010268300,-6,-17,-3,4,-1,0,-2,-7
16,1596984010290301,2,0,26,10,-2,1,1,12
17,1596984010290301,4,6,6,2,-3,-5,2,5
18,1596984010290301,2,-3,4,-7,-3,-3,-3,-7
19,1596984010290301,-5,3,-27,-11,-3,-3,-2,-8
20,1596984010313301,-3,0,-8,2,-2,-3,-2,-5
21,1596984010313301,1,10,30,7,2,4,6,11
22,1596984010314302,0,-2,0,-1,1,-9,-8,-8
23,1596984010314302,-3,3,8,-3,3,1,-7,-9
24,1596984010327305,0,-7,-16,-4,1,-3,12,6
25,1596984010327305,1,2,-5,2,5,4,-6,-5
26,1596984010328309,5,-5,-17,-3,1,6,3,4
27,1596984010328309,-2,2,-6,-9,-3,-1,-3,-10
28,1596984010350302,0,-2,40,10,-3,-2,-8,8
29,1596984010350302,-2,-2,0,0,-6,-5,-3,-3
30,1596984010350302,8,7,14,11,0,0,10,4
31,1596984010350302,3,1,-21,-3,0,-3,-1,-4
32,1596984010373306,-22,-23,-41,-20,-1,2,-3,-14
33,1596984010373306,4,4,-3,-6,-6,-6,5,28
34,1596984010374302,2,-4,1,-7,-6,-6,6,73
35,1596984010374302,-5,4,1,15,4,-3,-31,-91
36,1596984010386302,12,11,-4,1,0,2,-3,30
37,1596984010386302,-11,-1,-15,-8,0,1,-5,-46
38,1596984010395301,2,-21,-4,2,-4,-2,8,25
39,1596984010395301,-3,6,-2,-5,-3,-3,11,10
40,1596984010410301,1,-6,-20,-8,1,-3,-12,-13
41,1596984010410301,19,7,19,7,0,-2,47,114
42,1596984010410301,-23,3,-1,-8,-1,-6,-47,-91
43,1596984010410301,-10,5,-4,-1,0,2,-15,0
44,1596984010433300,-3,-1,50,13,-3,1,-15,1
45,1596984010433300,8,2,-25,-4,-5,-4,2,-23
46,1596984010434302,-5,-2,-33,-7,-4,10,34,25
47,1596984010434302,4,-4,5,1,2,2,-27,14
48,1596984010446303,-4,1,-1,-5,-1,-5,45,-36
49,1596984010446303,-6,-2,11,9,1,-3,-11,-14
50,1596984010455304,5,2,24,9,-2,1,-29,-17
51,1596984010455304,-2,-3,46,11,-2,-8,19,25
52,1596984010470301,15,-16,-108,-30,-6,6,-33,81
53,1596984010470301,-22,7,66,16,3,6,20,-29
54,1596984010470301,18,0,-1,-7,4,-5,-13,-13
55,1596984010470301,1,4,-19,-10,-1,18,23,48
56,1596984010493300,0,-1,43,11,0,-8,4,-97
57,1596984010493300,-14,-9,-24,-4,-4,-8,-102,-48
58,1596984010494308,-1,-1,-24,7,0,4,70,77
59,1596984010494308,13,-5,-11,-10,-4,-3,12,26
60,1596984010506303,-17,3,28,5,0,-5,-33,-39
61,1596984010506303,16,-5,-46,-19,-4,8,39,45
62,1596984010515302,-2,2,16,8,4,-1,38,5
63,1596984010515302,12,-5,-24,-12,-6,-14,-36,-63
64,1596984010530301,-3,11,21,4,4,8,13,98
65,1596984010530301,-19,0,9,-8,-1,-15,-35,-122
66,1596984010530301,0,1,-22,-1,3,-2,-12,82
67,1596984010530301,-11,-5,14,3,-2,-4,25,-16
68,1596984010553301,3,2,-15,2,1,-3,-10,-63
69,1596984010553301,6,-4,19,0,3,2,3,64
70,1596984010554301,1,-3,12,-5,-3,-7,-9,7
71,1596984010554301,-16,-11,-43,7,-4,-8,-41,-16
72,1596984010566301,-5,0,35,-4,-4,-5,30,-45
73,1596984010566301,-1,-5,-26,12,-5,-1,2,29
74,1596984010575303,-4,-2,-52,-24,-1,9,-3,-57
75,1596984010575303,-1,4,-30,-6,0,1,25,37
76,1596984010590301,2,2,11,5,4,2,27,36
77,1596984010590301,1,-17,-37,-14,-11,-1,7,-12
78,1596984010590301,-8,7,32,-19,-4,-4,-37,-34
79,1596984010590301,1,4,23,10,-1,1,-2,25
80,1596984010614300,-3,-4,-19,-4,-8,-3,-12,-36
81,1596984010614300,7,2,3,11,7,7,21,81
82,1596984010615302,0,-5,11,7,-3,-5,-21,-47
83,1596984010615302,-9,-5,-46,-15,0,2,-62,-67
84,1596984010626302,0,4,18,-10,2,3,35,36
85,1596984010626302,-10,-3,-41,-8,-5,-8,17,-25
86,1596984010635304,-2,-11,0,-12,-1,-6,-30,7
87,1596984010635304,-3,9,71,23,-1,6,20,20
88,1596984010650303,-2,-9,-52,7,-4,-12,-19,12
89,1596984010650303,12,-3,-4,-6,3,4,-40,43
90,1596984010650303,-16,-5,-4,1,-3,6,24,-61
91,1596984010650303,2,-3,4,-14,3,3,12,-6
92,1596984010673299,6,1,-44,-14,-1,3,-44,4
93,1596984010673299,3,1,1,-14,0,4,32,21
94,1596984010674304,-8,-6,21,14,-7,-8,8,1
95,1596984010674304,-7,10,75,36,-3,-6,2,-3
96,1596984010695301,-1,-3,-3,8,-8,-8,12,17
97,1596984010695301,-2,-5,-22,-18,2,-3,8,-38
98,1596984010696300,3,-7,-31,-6,2,1,-58,-8
99,1596984010696300,6,26,1,-21,-6,0,55,39
100,1596984010710299,12,12,76,22,5,1,40,104
101,1596984010710299,-9,0,-72,-25,-5,-6,-32,-108
102,1596984010712299,-1,8,23,12,2,0,1,14
103,1596984010712299,-14,-17,-14,-12,-5,-2,-49,-54
104,1596984010740300,11,-8,-64,-24,0,3,-21,-6
