index,timestamp,0,1,2,3,4,5,6,7
0,1597652224546621,2,0,-3,-3,-2,1,-1,1
1,1597652224546621,-3,0,-1,-2,-2,-3,1,-1
2,1597652224547678,-1,-1,-9,-4,-1,0,-2,1
3,1597652224547678,-5,-1,-3,5,-1,-2,-1,-5
4,1597652224560891,-3,0,-2,-3,-3,1,-3,-1
5,1597652224560891,-1,0,10,5,1,2,-3,-1
6,1597652224567616,2,-2,-8,-6,-2,-2,-2,-1
7,1597652224567616,0,0,2,-1,-3,0,-2,-1
8,1597652224583592,-1,3,-2,-4,2,-2,-1,-1
9,1597652224583592,1,-4,-1,-4,1,-1,-1,-3
10,1597652224586606,-3,-2,-3,-4,-4,-1,1,0
11,1597652224586606,-1,0,2,3,-1,-2,-1,-1
12,1597652224606606,0,-4,-1,5,-1,2,2,-2
13,1597652224606606,1,0,-8,-2,-2,-3,0,-1
14,1597652224608174,0,-2,1,0,2,-1,-3,-1
15,1597652224608174,-1,-1,-7,-2,-1,0,0,-4
16,1597652224620619,-2,1,4,0,-3,-1,-2,0
17,1597652224620619,0,-2,-2,0,-1,-2,-1,-1
18,1597652224627596,-1,-3,2,-1,-5,-1,1,-1
19,1597652224627596,1,-1,3,0,0,-4,-2,-1
20,1597652224643605,-1,2,9,-1,-1,-2,-1,0
21,1597652224643605,-3,-2,0,-5,1,0,-2,0
22,1597652224645599,0,2,-3,1,2,-1,-1,0
23,1597652224645599,-2,-3,-1,-4,-3,0,-2,-2
24,1597652224666597,0,-4,-7,5,-3,-4,-2,-3
25,1597652224666597,-1,3,4,-1,-1,0,0,1
26,1597652224667873,-1,-1,-4,1,0,-1,-1,-2
27,1597652224667873,0,-2,0,-6,-4,0,-1,0
28,1597652224680610,-2,-1,-2,3,1,0,-3,-1
29,1597652224680610,-2,-2,-4,-3,-1,-1,-2,-1
30,1597652224687880,-2,-3,-5,0,-2,-3,-2,-1
31,1597652224687880,0,2,6,-2,0,-1,0,0
32,1597652224703797,-1,-6,-4,-4,-3,-3,-2,1
33,1597652224703797,1,-2,-3,-1,0,-1,0,-2
34,1597652224705869,-2,-1,-3,-6,-1,-2,-2,-3
35,1597652224705869,-1,3,11,2,-1,0,0,-2
36,1597652224726013,0,0,-13,-4,-2,-2,0,-1
37,1597652224726013,-2,-4,-2,0,1,-2,-3,-1
38,1597652224727939,-2,0,-1,3,-3,1,-3,-2
39,1597652224727939,-1,5,2,-4,0,0,0,-1
40,1597652224740918,-2,-14,-3,-1,1,-2,-1,-2
41,1597652224740918,-1,-1,-16,-1,-1,-2,-1,-1
42,1597652224747930,0,-4,2,-10,-2,-1,-2,-1
43,1597652224747930,-2,-4,-8,5,0,-4,0,-1
44,1597652224763929,1,6,12,1,-3,-1,-1,0
45,1597652224763929,-1,-1,5,0,-3,-1,-1,-1
46,1597652224765290,-1,-4,-3,2,0,-2,-2,0
47,1597652224765290,0,1,-2,-3,0,2,-3,-2
48,1597652224785941,0,2,-3,-3,-1,1,0,-1
49,1597652224785941,0,1,-2,2,0,-1,-1,0
50,1597652224787921,-1,-2,8,-4,-2,-1,-1,-2
51,1597652224787921,-4,-11,-17,-5,-4,-2,-1,-2
52,1597652224800914,2,9,-3,3,1,-1,1,-1
53,1597652224800914,-1,-6,5,-2,-4,1,0,-1
54,1597652224806917,1,14,15,5,3,-2,1,0
55,1597652224806917,0,-6,-20,-6,2,0,-1,0
56,1597652224824260,-3,1,19,-2,-2,-2,-3,-4
57,1597652224824260,2,3,-5,3,0,-3,-1,0
58,1597652224825107,0,2,3,0,-2,-1,1,-1
59,1597652224825107,1,0,-6,3,0,2,0,0
60,1597652224846113,2,-1,4,-2,0,2,-3,0
61,1597652224846113,-3,-3,2,-4,-2,11,0,1
62,1597652224848105,-5,-11,-6,2,-6,-17,-6,-4
63,1597652224848105,0,-4,1,-2,0,-1,1,-2
64,1597652224860105,-1,-9,-8,-4,0,-3,1,0
65,1597652224860105,1,5,9,5,-1,-5,-2,-2
66,1597652224869111,-4,-7,-11,-6,-3,3,-2,-3
67,1597652224869111,-4,-6,-11,-4,-4,2,4,-3
68,1597652224884304,3,2,2,2,-1,1,-7,1
69,1597652224884304,-8,-12,-7,1,1,-5,0,1
70,1597652224885694,4,11,1,-1,0,2,-2,1
71,1597652224885694,3,1,23,1,0,6,0,2
72,1597652224906110,-9,-6,0,1,-6,0,-9,-4
73,1597652224906110,0,-12,-23,-9,-3,-3,1,0
74,1597652224908111,-8,3,-4,6,-5,-30,-9,-6
75,1597652224908111,0,5,10,4,1,-32,-1,2
76,1597652224920307,0,-2,0,-4,3,19,0,-1
77,1597652224920307,2,1,5,0,2,13,-9,0
78,1597652224929296,-1,-6,-8,-2,2,-2,4,4
79,1597652224929296,5,9,2,0,-3,17,3,-8
80,1597652224944301,-1,-2,3,2,-3,-15,-1,2
81,1597652224944301,0,3,1,-4,0,4,2,-3
82,1597652224945910,10,10,37,9,3,16,3,3
83,1597652224945910,-2,2,33,-3,-3,-5,-6,1
